LogHost,logon_explicit_cred_to_cnt,logon_type_12,logon_type_frm_0,logon_type_frm_9,logon_type_frm_12,uname_other_compacnt_login_frac,uname_that_compacnt_login_frac,logon_type_frm_5,uname_other_compacnt_login_cnt,uname_that_compacnt_login_cnt,logon_type_0,logon_type_2,logon_type_3,logon_type_4,logon_type_5,logon_type_7,logon_type_8,logon_type_9,logon_type_10,logon_type_11,logon_type_frm_2,logon_type_frm_3,logon_type_frm_4,logon_type_frm_7,logon_type_frm_8,logon_type_frm_10,logon_type_frm_11,Source_cnt,UserName_cnt,DomainName_cnt,total_logins_cnt,accnt_fail_logon_cnt,total_logoff_cnt,total_user_initi_logoff_cnt,logon_explicit_cred_frm_cnt,spl_pvlgs,domain_ctr_validate_cnt,scrnsaver_invok_cnt,scrnsaver_dismiss_cnt,total_logins_src_cnt,accnt_fail_logon_src_cnt,TGT_req_src_cnt,TGS_req_src_cnt,domain_ctr_validate_src_cnt
Comp223644,0,0,0,0,0,0.114874816,0.00736377,0,312,20,0,0,2642,0,79,0,0,0,0,0,0,2586,0,0,0,0,0,46,87,4,2716,0,2636,0,0,1383,0,0,0,0,0,0,0,0
Comp131059,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,1933,0,0,0,0
Comp847939,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp514620,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,0,0,0,0,0,0,0,0,933,0,0,0,0
Comp034333,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp366911,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp076366,0,0,0,0,0,0.0,0.85,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,20,0,17,0,0,20,0,0,0,2335,0,0,58,193
Comp549534,0,0,0,0,0,0.0,0.014237856,0,0,17,0,0,1206,0,0,0,0,0,0,0,0,46,0,0,0,0,0,4,9,3,1194,14,1191,0,1,1130,89,0,0,1070,0,2,58,25
Comp747460,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,4,11,3,2452,0,2447,0,72,2416,0,0,0,1021,0,85,219,138
Comp622835,0,0,0,0,0,0.0,0.85,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,20,0,17,0,1,20,0,0,0,1250,0,1,44,63
Comp178241,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,4,9,2,1423,0,0,0,0,1322,0,0,0,1148,0,0,0,187
Comp895887,0,0,0,0,0,0.0,0.028145695,0,0,34,0,0,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,1208,0,1206,0,0,1190,0,0,0,650,0,0,99,41
Comp954407,0,0,0,0,0,0.0,0.03030303,0,0,45,0,0,1329,0,172,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,1485,0,1299,0,1,1381,0,0,0,3617,0,1,122,197
Comp393674,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,0,0,1142,0,0,0,184
Comp382564,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087
Comp067559,0,0,0,0,0,0.0,0.534482759,0,0,31,0,0,31,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,58,0,31,0,17,58,0,0,0,2538,0,22,69,73
Comp998319,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,44,0,0,0,0,44,0,0,0,2105,0,0,0,93
Comp459978,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp234542,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp057745,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp450500,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp987806,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp564772,0,0,0,0,0,0.0,0.106896552,0,0,31,0,0,105,0,141,0,0,0,0,0,0,0,0,0,0,0,0,3,9,2,290,0,99,0,17,283,0,0,0,1046,0,22,64,206
Comp061402,0,0,0,0,0,0.0,0.260869565,0,0,18,0,0,18,0,51,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,69,0,18,0,0,69,0,0,0,760,0,0,98,64
Comp511362,0,0,0,0,0,0.0,0.034377387,0,0,45,0,0,1294,0,68,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,1309,0,1237,0,0,1273,0,0,0,1462,0,0,128,48
Comp612667,0,0,0,0,0,0.0,0.25,0,0,17,0,0,17,0,51,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,68,0,17,0,0,68,0,0,0,1112,0,0,57,64
Comp094099,0,0,0,0,0,0.0,0.014084507,0,0,17,0,0,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,1207,0,1189,0,1,1189,0,0,0,3020,0,2,59,134
Comp829653,0,0,0,0,0,0.0,0.122047244,0,0,31,0,0,87,0,117,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,254,0,77,0,17,204,0,0,0,2659,0,21,64,228
Comp956943,0,0,0,0,0,0.0,0.033185841,0,0,45,0,0,1278,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,1356,0,1263,0,1,1288,0,0,0,1261,0,1,136,189
Comp688376,0,0,0,0,0,0.0,0.580246914,0,0,47,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,81,0,75,0,6,51,0,0,0,1114,0,42,133,205
Comp125251,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp834371,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp721755,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp370616,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp406450,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp933630,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp190492,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp759939,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp695991,0,0,0,0,0,0.0,0.151515152,0,0,45,0,0,135,0,166,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,297,0,126,0,1,216,0,0,0,1366,0,1,151,185
Comp159872,0,0,0,0,0,0.0,0.160583942,0,0,44,0,0,103,0,176,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,274,0,90,0,1,226,0,0,0,1168,0,2,154,184
Comp018249,0,0,0,0,0,0.0,0.208333333,0,0,45,0,0,161,0,75,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,216,0,137,0,1,123,0,0,0,1211,0,6,182,79
Comp191775,0,0,0,0,0,0.0,0.184782609,0,0,17,0,0,79,0,28,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,92,0,63,0,1,45,0,0,0,4642,0,1,66,76
Comp663597,0,0,0,0,0,0.0,0.154545455,0,0,34,0,0,121,0,53,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,220,0,115,0,1,202,0,0,0,1718,0,2,54,134
Comp986737,0,0,0,0,0,0.0,0.122857143,0,0,43,0,0,357,0,161,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,350,0,183,0,1,210,0,0,0,2533,0,2,135,174
Comp620111,0,0,0,0,0,0.0,0.953846154,0,0,62,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,3,65,0,62,0,34,65,0,0,0,941,0,44,131,10
Comp405622,0,0,0,0,0,0.0,0.25,0,0,17,0,0,17,0,51,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,68,0,17,0,1,68,0,0,0,3085,0,1,59,64
Comp068691,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,260,0,0,0,0,179,0,0,0,1183,0,4,45,170
Comp616143,0,0,0,0,0,0.0,0.264705882,0,0,18,0,0,18,0,50,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,68,0,18,0,0,67,0,0,0,2224,0,0,46,192
Comp989753,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp795102,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp405179,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp874926,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp140583,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp617735,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp677200,0,0,0,0,0,0.0,0.030898876,0,0,44,0,0,1277,0,146,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,1424,0,1267,0,1,1358,0,0,0,3807,0,1,138,181
Comp586683,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,261,0,0,0,0,180,0,0,0,2877,0,0,0,172
Comp739989,0,0,0,0,0,0.0,0.012022631,0,0,17,0,0,17,0,165,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,1414,0,17,0,1,1394,0,0,0,1363,0,1,106,66
Comp497904,0,0,0,0,0,0.0,0.069672131,0,0,17,0,0,78,0,144,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,244,0,63,0,0,193,0,0,0,940,0,0,45,170
Comp075415,0,0,0,0,0,0.0,1.0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,2,0,98,0,1,20,0,0,0,3322,0,1,48,42
Comp250865,0,0,0,0,0,0.0,0.242424242,0,0,48,0,0,214,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,198,0,127,0,0,119,0,0,0,1917,0,0,90,137
Comp546251,0,0,0,0,0,0.0,0.248962656,0,0,60,0,0,149,0,100,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,241,0,141,0,33,223,0,0,0,2925,0,44,129,179
Comp312358,0,0,0,0,0,0.0,0.395348837,0,0,17,0,0,17,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,43,0,17,0,1,43,0,0,0,2745,0,2,52,40
Comp483929,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp090589,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp730011,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7259,0,7249,14501,0
Comp481450,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp545397,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,5,0,0,0,0,0,0,0,0,0,523,0,0,0,0
Comp980333,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp328692,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp321748,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp877307,0,0,0,0,0,0.0,0.15625,0,0,45,0,0,137,0,155,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,288,0,130,0,1,203,0,0,0,4290,0,1,131,175
Comp075207,0,0,0,0,0,0.0,0.314893617,0,0,74,0,0,74,0,88,0,0,0,0,0,0,0,0,0,0,0,0,2,9,3,235,0,74,0,32,188,0,0,0,2463,0,42,202,210
Comp685257,0,0,0,0,0,0.0,0.386363636,0,0,17,0,0,17,0,27,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,44,0,17,0,0,44,0,0,0,2007,0,0,53,17
Comp559633,0,0,0,0,0,0.0,0.155279503,0,0,50,0,0,140,0,184,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,322,0,131,0,1,237,0,0,0,3694,0,2,170,183
Comp360612,0,0,0,0,0,0.0,0.25,0,0,17,0,0,17,0,51,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,68,0,17,0,0,68,0,0,0,2758,0,0,108,65
Comp677335,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,140,0,0,0,0,94,0,0,0,969,0,0,0,127
Comp485214,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7010
Comp550655,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp979889,0,0,0,0,0,0.0,0.351145038,0,0,46,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,131,0,127,0,0,50,0,0,0,0,0,0,0,0
Comp764548,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,0,0,0,0,574,0,0,0,0
Comp665657,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp753302,0,0,0,0,0,0.0,0.825,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,40,0,33,0,1,39,0,0,0,854,0,2,94,0
Comp712661,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp343006,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp600609,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP767939,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp352589,0,0,0,0,0,0.0,0.118055556,0,0,34,0,0,120,0,156,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,288,0,115,0,1,205,0,0,0,1070,0,2,47,83
Comp450691,0,0,0,0,0,0.0,0.023537803,0,0,33,0,0,1358,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,9,2,1402,0,1348,0,1,1338,0,0,0,1168,0,2,103,41
Comp090631,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257
Comp041592,0,0,0,0,0,0.0,0.034428795,0,0,44,0,0,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,1278,0,1214,0,1,1256,0,0,0,1272,0,2,208,207
Comp009488,0,0,0,0,0,0.0,0.386363636,0,0,17,0,0,17,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,44,0,17,0,0,44,0,0,0,1961,0,0,51,16
Comp356730,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,261,0,0,0,0,214,0,0,0,1064,0,0,0,187
Comp949657,0,0,0,0,0,0.0,0.077981651,0,0,17,0,0,17,0,84,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,218,0,17,0,0,135,0,0,0,3697,0,3,55,19
Comp008255,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,0,0,0,0,0,0,0,0,859,0,0,0,0
Comp577321,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp451931,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp402487,0,0,0,0,0,0.0,0.324324324,0,0,60,0,0,160,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,185,0,154,0,33,93,0,0,0,2337,0,48,211,0
Comp608525,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp423597,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp987162,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp771580,0,0,0,0,0,0.0,0.013188518,0,0,17,0,0,1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,1289,0,1286,0,1,1271,0,0,0,1517,0,4,156,0
Comp850259,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp191486,0,0,0,0,0,0.0,0.191666667,0,0,46,0,0,138,0,91,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,240,0,127,0,1,157,0,0,0,3624,0,2,153,184
Comp458568,0,0,0,0,0,0.0,0.911764706,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,34,0,31,0,17,34,0,0,0,1907,0,28,114,105
Comp077898,0,0,0,0,0,0.0,0.055096419,0,0,60,0,0,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,1089,0,1086,0,34,1077,0,0,0,2007,0,69,209,190
Comp193929,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,0,0,1108,0,3,53,172
Comp017671,0,0,0,0,0,0.0,0.041838539,0,0,71,0,0,157,0,296,0,0,0,0,0,0,0,0,0,0,0,0,3,9,2,1697,0,152,0,34,1641,0,0,0,2609,0,44,165,215
Comp260253,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,1465,0,0,0,0,1401,0,0,0,2391,0,0,0,181
Comp924434,0,0,0,0,0,0.0,0.163568773,0,0,44,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,269,0,206,0,1,103,0,0,0,2597,0,2,163,17
Comp972999,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5882
Comp281692,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,207,0,0,0,0,159,0,0,0,770,0,0,0,0
Comp795148,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp048619,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp360569,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp391885,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp030102,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp879962,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp806949,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp332130,0,0,0,0,0,0.0,0.170138889,0,0,49,0,0,109,0,184,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,288,0,95,0,1,238,0,0,0,6788,0,1,165,189
Comp667504,0,0,0,0,0,0.0,0.109677419,0,0,17,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,155,0,63,0,0,108,0,0,0,1653,0,0,52,102
Comp031740,0,0,0,0,0,0.0,0.272727273,0,0,18,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,66,0,64,0,1,19,0,0,0,3549,0,3,97,85
Comp456432,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,0,0,1057,0,0,52,189
Comp702941,0,0,0,0,0,0.0,0.118721461,0,0,26,0,0,27,0,86,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,219,0,22,0,0,133,0,0,0,1356,0,0,190,86
Comp746349,0,0,0,0,0,0.0,0.198830409,0,0,34,0,0,123,0,56,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,171,0,115,0,1,89,0,0,0,3271,0,1,97,82
Comp540366,0,0,0,0,0,0.0,0.033333333,0,0,48,0,0,1309,0,130,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,1440,0,1300,0,1,1334,0,0,0,10453,0,6,300,261
Comp851772,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,115,0,0,0,0,114,0,0,0,1744,0,0,0,91
Comp527056,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp417416,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp363300,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp005190,0,0,0,0,0,0.0,0.00716997,0,0,17,0,0,2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,4,2371,0,2366,0,0,2338,0,0,0,1441,0,0,61,0
Comp856383,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp337387,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp614251,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp006770,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp333992,0,0,0,0,0,0.0,0.166077739,0,0,47,0,0,105,0,183,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,283,0,93,0,1,235,0,0,0,1116,0,2,149,195
