LogHost,logon_explicit_cred_to_cnt,logon_type_12,logon_type_frm_0,logon_type_frm_9,logon_type_frm_12,uname_other_compacnt_login_frac,uname_that_compacnt_login_frac,uname_other_compacnt_login_cnt,uname_that_compacnt_login_cnt,logon_type_0,logon_type_2,logon_type_3,logon_type_4,logon_type_5,logon_type_7,logon_type_8,logon_type_9,logon_type_10,logon_type_11,logon_type_frm_2,logon_type_frm_3,logon_type_frm_4,logon_type_frm_5,logon_type_frm_7,logon_type_frm_8,logon_type_frm_10,logon_type_frm_11,Source_cnt,UserName_cnt,DomainName_cnt,total_logins_cnt,accnt_fail_logon_cnt,total_logoff_cnt,total_user_initi_logoff_cnt,logon_explicit_cred_frm_cnt,spl_pvlgs,domain_ctr_validate_cnt,scrnsaver_invok_cnt,scrnsaver_dismiss_cnt,total_logins_src_cnt,accnt_fail_logon_src_cnt,TGT_req_src_cnt,TGS_req_src_cnt,domain_ctr_validate_src_cnt
Comp695880,0,0,0,0,0,0.0,0.833333333,0,5,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,5,0,0,6,0,0,0,65,0,3,14,0
Comp964481,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,12,0,0,0,0,12,0,0,0,0,0,0,0,0
Comp274690,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Comp154413,0,0,0,0,0,0.0,0.8,0,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,4,0,0,5,0,0,0,0,0,0,0,0
Comp346684,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp265797,0,0,0,0,0,0.0,1.0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,2,0,0,2,0,0,0,158,0,1,25,11
Comp816151,0,0,0,0,0,0.0,0.444444444,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,4,0,0,9,0,0,0,181,0,0,40,17
Comp869257,0,0,0,0,0,0.0,0.142857143,0,2,0,0,2,0,4,8,0,0,0,0,0,0,0,0,8,0,0,0,1,4,2,14,0,10,0,8,6,0,1,2,185,0,6,48,10
Comp210896,0,0,0,0,0,0.0,0.074074074,0,4,0,0,61,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,54,0,52,0,1,6,0,0,0,154,0,1,18,19
Comp591946,0,0,0,0,0,0.0,0.357142857,0,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,14,0,5,0,0,14,0,0,0,285,0,4,39,46
Comp879155,0,0,0,0,0,0.0,0.181818182,0,4,0,0,4,0,3,12,0,0,0,0,0,0,0,0,12,0,0,0,1,4,2,22,0,16,0,12,10,0,0,0,161,0,6,50,11
Comp491114,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572
Comp404276,0,0,0,0,0,0.0,0.4,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,0,4,0,0,10,0,0,0,156,0,0,29,21
Comp325724,0,0,0,0,0,0.0,0.857142857,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,6,0,2,7,0,0,0,130,0,4,18,16
Comp401068,0,0,0,0,0,0.0,0.083333333,0,5,0,0,60,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,60,0,51,0,1,14,0,0,0,69,0,2,8,6
Comp468862,0,0,0,0,0,0.0,0.454545455,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,0,5,0,1,11,0,0,0,158,0,5,28,18
Comp296412,0,0,0,0,0,0.947368421,0.0,198,0,0,0,205,0,4,0,0,0,0,0,0,148,0,0,0,0,0,0,1,5,3,209,0,201,0,0,11,0,0,0,345,0,0,0,189
Comp019845,0,0,0,0,0,0.0,0.555555556,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,0,5,0,0,9,0,0,0,51,0,0,0,0
Comp304926,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp169611,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,6,24,0
Comp044849,0,0,0,0,0,0.0,0.001570475,0,4,0,0,2530,0,1,0,0,0,0,0,0,422,0,0,0,0,0,0,4,7,2,2547,0,2175,0,104,2112,0,0,0,1441,0,0,1204,0
Comp999606,0,0,0,0,0,0.0,0.181818182,0,2,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,0,2,0,0,11,0,0,0,117,0,1,8,28
Comp917006,0,0,0,0,0,0.0,0.384615385,0,5,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,0,5,0,0,13,0,0,0,97,0,0,11,9
Comp893211,0,0,0,0,0,0.0,0.444444444,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,4,0,0,9,0,0,0,186,0,0,20,17
Comp036557,0,0,0,0,0,0.0,0.285714286,0,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,0,4,0,0,14,0,0,0,90,0,0,14,10
Comp364379,0,0,0,0,0,0.0,0.454545455,0,5,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,0,5,0,1,11,0,0,0,92,0,2,12,10
Comp847788,0,0,0,0,0,0.0,0.625,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,5,0,1,8,0,0,0,135,0,4,30,18
Comp927777,0,0,0,0,0,0.0,0.714285714,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,5,0,1,7,0,0,0,113,0,2,20,23
Comp660451,0,0,0,0,0,0.0,0.75,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,0,3,0,1,4,0,0,0,151,0,1,23,15
Comp097660,0,0,0,0,0,0.0,0.454545455,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,0,5,0,1,11,0,0,0,193,0,1,26,18
Comp672885,0,0,0,0,0,0.0,0.571428571,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,4,0,0,7,0,0,0,117,0,1,17,15
Comp537384,0,0,0,0,0,0.0,0.8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,0,4,0,1,5,0,0,0,145,0,2,15,32
Comp980941,0,0,0,0,0,0.0,0.636363636,0,7,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,0,7,0,4,11,0,0,0,158,0,5,32,31
Comp464673,0,0,0,0,0,0.0,0.4,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,4,0,0,5,0,0,0,328,0,1,30,31
Comp221752,0,0,0,0,0,0.0,0.363636364,0,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,0,4,0,0,11,0,0,0,93,0,2,15,11
Comp229707,0,0,0,0,0,0.0,0.454545455,0,5,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,0,5,0,0,11,0,0,0,182,0,2,22,19
Comp178414,0,0,0,0,0,0.0,1.0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,5,0,1,5,0,0,0,0,0,0,0,0
Comp067167,0,0,0,0,0,0.0,0.142857143,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,7,0,1,0,0,7,0,0,0,115,0,1,4,26
Comp182790,0,0,0,0,0,0.0,0.363636364,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,0,4,0,0,11,0,0,0,202,0,0,19,14
Comp380729,0,0,0,0,0,0.0,0.5,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,0,5,0,0,10,0,0,0,130,0,0,22,12
Comp843664,0,0,0,0,0,0.0,0.307692308,0,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,0,4,0,1,13,0,0,0,156,0,2,16,18
Comp000696,0,0,0,0,0,0.0,0.714285714,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,5,0,0,7,0,0,0,89,0,0,20,13
Comp239051,0,0,0,0,0,0.0,0.222222222,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,0,2,0,1,9,0,0,0,174,0,1,3,30
Comp492786,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319
Comp753343,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,1,4,2,4,0,2,0,2,2,0,0,0,29,0,4,18,3
Comp167128,0,0,0,0,0,0.0,0.034090909,0,3,0,0,91,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,88,0,85,0,1,6,0,0,0,170,0,2,14,20
Comp023011,0,0,0,0,0,0.0,0.625,0,5,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,5,0,35,8,0,0,0,144,0,20,37,15
Comp306782,0,0,0,0,0,0.0,0.363636364,0,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,0,4,0,0,11,0,0,0,152,0,2,24,18
Comp662793,0,0,0,0,0,0.0,0.714285714,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,5,0,0,7,0,0,0,93,0,0,10,11
Comp431244,0,0,0,0,0,0.0,1.0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,4,0,0,4,0,0,0,0,0,0,0,0
Comp390452,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,26,0,1,2,0
Comp885554,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Comp110150,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,0,0,0,7,0,0,0,58,0,0,16,0
Comp390864,0,0,0,0,0,0.0,0.666666667,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,4,0,1,6,0,0,0,79,0,3,15,10
Comp903556,0,0,0,0,0,0.0,0.2,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,1,0,0,5,0,0,0,17,0,2,13,1
Comp234982,0,0,0,0,0,0.0,0.5,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,5,0,1,10,0,0,0,1848,0,3,34,18
Comp984400,0,0,0,0,0,0.0,0.5,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,5,0,0,10,0,0,0,155,0,3,20,29
Comp177164,0,0,0,0,0,0.0,0.666666667,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,0,6,0,3,9,0,0,0,156,0,5,18,58
Comp825729,0,0,0,0,0,0.0,1.0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,0,1,3,0,0,0,67,0,2,7,4
Comp681692,0,0,0,0,0,0.0,0.444444444,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,9,0,4,0,0,9,0,0,0,189,0,2,18,17
Comp369682,0,0,0,0,0,0.0,0.6,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,3,0,1,5,0,0,0,110,0,2,17,30
Comp264551,0,0,0,0,0,0.0,0.25,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,0,1,0,10,4,0,0,0,40,0,4,20,1
Comp795495,0,0,0,0,0,0.0,0.571428571,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,4,0,0,7,0,0,0,85,0,0,18,14
Comp237391,0,0,0,0,0,0.0,0.833333333,0,5,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,5,0,0,6,0,0,0,83,0,3,18,0
Comp217177,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp007637,0,0,0,0,0,0.0,0.5,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,5,0,0,10,0,0,0,56,0,0,18,0
Comp184217,0,0,0,0,0,0.0,0.02173913,0,4,0,0,4,1,179,0,0,0,0,0,0,0,1,54,0,0,0,0,1,4,2,184,0,59,0,55,183,0,0,0,136,0,62,87,0
Comp945814,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp697414,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Comp949036,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,8,35,30
Comp675561,0,0,0,0,0,0.0,1.0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,3,0,1,3,0,0,0,161,0,2,21,30
Comp347146,0,0,0,0,0,0.0,0.5,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,4,2,4,0,4,0,3,2,0,0,1,159,0,3,23,11
Comp381062,0,0,0,0,0,0.0,0.5,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,0,2,0,0,4,0,0,0,180,0,0,34,47
Comp643573,0,0,0,0,0,0.0,0.571428571,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,4,0,0,7,0,0,0,183,0,0,16,29
Comp096984,0,0,0,0,0,0.0,0.333333333,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,2,0,1,6,0,0,0,116,0,2,12,18
Comp844479,0,0,0,0,0,0.0,0.5,0,4,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,4,0,1,8,0,0,0,143,0,3,19,19
Comp607982,0,0,0,0,0,0.0,0.5,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,0,7,0,4,14,0,0,0,83,0,4,8,16
Comp578602,0,0,0,0,0,0.0,0.666666667,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,2,0,4,3,0,0,0,121,0,2,26,16
Comp526319,0,0,0,0,0,0.0,0.571428571,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,4,0,0,7,0,0,0,170,0,0,10,28
Comp434068,0,0,0,0,0,0.0,0.181818182,0,2,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,0,2,0,0,11,0,0,0,145,0,0,10,17
Comp005131,0,0,0,0,0,0.0,0.833333333,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,5,0,0,6,0,0,0,74,0,0,17,11
Comp281303,0,0,0,0,0,0.0,0.8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,4,0,0,5,0,0,0,152,0,0,14,17
Comp854314,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,1,15,0
Comp809798,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,5,0,0,5,0,0,0,70,0,2,8,0
Comp577321,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0
Comp927239,0,0,0,0,0,0.0,0.023529412,0,4,0,0,175,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,170,0,166,0,1,8,0,0,0,904,0,2,24,33
Comp094081,0,0,0,0,0,0.0,0.818181818,0,9,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,0,9,0,5,11,0,0,0,154,0,6,27,18
Comp069483,0,0,0,0,0,0.0,0.692307692,0,9,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,0,9,0,5,13,0,0,0,113,0,6,22,16
Comp617837,0,0,0,0,0,0.0,0.111111111,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,0,1,0,0,9,0,0,0,157,0,0,16,18
Comp290304,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,158,0,0,8,16
Comp093973,0,0,0,0,0,0.0,0.5,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,0,7,0,4,14,0,0,0,234,0,5,17,22
Comp776140,0,0,0,0,0,0.0,0.357142857,0,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,14,0,5,0,1,14,0,0,0,209,0,2,20,39
Comp198439,0,0,0,0,0,0.0,0.555555556,0,5,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,5,0,1,9,0,0,0,78,0,2,12,9
Comp676972,0,0,0,0,0,0.0,0.333333333,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,1,0,0,3,0,0,0,72,0,0,16,9
Comp822149,0,0,0,0,0,0.0,0.272727273,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,0,3,0,0,11,0,0,0,139,0,3,26,18
Comp802577,0,0,0,0,0,0.0,0.307692308,0,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,13,0,4,0,0,13,0,0,0,178,0,0,31,19
Comp368280,0,0,0,0,0,0.0,0.5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,3,0,0,6,0,0,0,70,0,0,13,9
Comp420310,0,0,0,0,0,0.0,0.454545455,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,0,5,0,1,11,0,0,0,103,0,2,17,14
Comp748489,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,16,0
Comp881756,0,0,0,0,0,0.0,0.003338898,0,4,0,0,1282,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,1198,0,1198,0,0,1187,0,0,0,87,0,2,12,0
Comp288750,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp699059,0,0,0,0,0,0.0,0.444444444,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,4,0,1,9,0,0,0,75,0,2,12,10
Comp984447,0,0,0,0,0,0.0,0.5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,4,0,0,8,0,0,0,136,0,0,21,17
Comp340159,0,0,0,0,0,0.0,0.454545455,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,0,5,0,1,11,0,0,0,263,0,1,26,49
Comp671707,0,0,0,0,0,0.0,0.4,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,4,0,0,10,0,0,0,268,0,0,22,18
Comp438591,0,0,0,0,0,0.0,0.714285714,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,5,0,19,7,0,0,0,158,0,19,36,16
Comp071086,0,0,0,0,0,0.0,0.615384615,0,8,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,0,8,0,4,13,0,0,0,212,0,6,39,33
Comp834635,0,0,0,0,0,0.0,0.625,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,5,0,1,8,0,0,0,97,0,3,27,15
Comp199576,0,0,0,0,0,0.0,0.096153846,0,5,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,52,0,51,0,0,6,0,0,0,171,0,1,9,30
Comp000219,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354
Comp896446,0,0,0,0,0,0.0,0.5,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,0,2,0,0,4,0,0,0,143,0,0,17,34
Comp775797,0,0,0,0,0,0.0,0.5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,3,0,0,6,0,0,0,118,0,0,11,16
Comp637493,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,23,0
Comp808618,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp799905,0,0,0,0,0,0.0,1.0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,5,0,0,5,0,0,0,25,0,0,0,0
Comp291279,0,0,0,0,0,0.0,0.4,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,2,0,0,5,0,0,0,90,0,1,10,0
Comp116610,0,0,0,0,0,0.0,0.145833333,0,7,0,0,7,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,48,0,7,0,4,48,0,0,0,95,0,7,14,0
Comp938918,0,0,0,0,0,0.0,0.5,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,5,0,1,10,0,0,0,259,0,2,26,42
Comp531781,0,0,0,0,0,0.0,0.625,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,5,0,0,8,0,0,0,182,0,0,25,59
Comp172677,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,13,0,0,0,89,13,0,0,0,359,0,50,71,26
Comp961987,0,0,0,0,0,0.0,0.571428571,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,4,0,1,7,0,0,0,72,0,2,17,10
Comp712047,0,0,0,0,0,0.0,0.428571429,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,3,0,19,7,0,0,0,1331,0,0,19,83
Comp681184,0,0,0,0,0,0.0,0.571428571,0,4,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,4,0,1,7,0,0,0,149,0,2,32,18
Comp080175,0,0,0,0,0,0.0,0.3,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,0,3,0,0,10,0,0,0,221,0,1,5,14
Comp386507,0,0,0,0,0,0.0,1.0,0,5,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,5,1,5,0,1,5,0,0,0,149,1,3,22,18
Comp490979,0,0,0,0,0,0.0,0.5,0,6,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,0,6,0,3,12,0,0,0,282,0,7,34,23
Comp297864,0,0,0,0,0,0.0,0.384615385,0,5,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,0,5,0,1,13,0,0,0,96,0,1,13,10
Comp362676,0,0,0,0,0,0.0,0.054545455,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,55,0,3,0,2,9,0,0,0,155,0,6,30,64
Comp368861,0,0,0,0,0,0.0,0.01,0,1,1,3,114,0,14,0,0,0,0,0,3,81,0,0,0,0,0,0,2,8,3,100,32,84,0,2,15,88,0,0,130,1,5,39,10
Comp498613,0,0,0,0,0,0.0,0.666666667,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,4,0,0,6,0,0,0,53,0,2,8,0
Comp806280,0,0,0,0,0,0.0,0.5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,4,0,0,8,0,0,0,32,0,0,0,0
Comp156897,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,0,0,0,7,0,0,0,60,0,0,7,0
Comp284248,0,0,0,0,0,0.0,0.375,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,3,0,0,8,0,0,0,0,0,0,0,0
Comp508659,0,0,0,0,0,0.0,0.454545455,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,0,5,0,1,11,0,0,0,263,0,1,21,22
Comp983133,0,0,0,0,0,0.0,0.571428571,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,4,0,0,7,0,0,0,155,0,3,17,37
Comp253827,0,0,0,0,0,0.0,0.15,0,3,1,1,4,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,2,20,0,4,0,3,17,0,0,0,81,0,5,33,3
